-71.3620,-20.2490,344.9691
-71.3522,-20.3762,347.6988
-71.3425,-20.5035,350.4286
-71.3328,-20.6307,353.1584
-71.3230,-20.7580,355.8881
-71.3045,-20.8840,354.9617
-71.2860,-21.0100,354.0353
-71.2675,-21.1360,353.1088
-71.2490,-21.2620,352.1824
-71.2635,-21.4378,355.2360
-71.2780,-21.6135,358.2896
-71.2925,-21.7892,1.3432
-71.3070,-21.9650,4.3968
-71.3122,-22.0641,4.1903
-71.3173,-22.1632,3.9839
-71.3224,-22.2623,3.7775
-71.3275,-22.3615,3.5711
-71.3326,-22.4607,3.3646
-71.3377,-22.5598,3.1582
-71.3428,-22.6589,2.9518
-71.3480,-22.7580,2.7453
-71.3533,-22.8536,2.7644
-71.3585,-22.9492,2.7835
-71.3638,-23.0449,2.8026
-71.3690,-23.1405,2.8218
-71.3742,-23.2361,2.8410
-71.3795,-23.3317,2.8601
-71.3847,-23.4274,2.8792
-71.3900,-23.5230,2.8984
-71.3995,-23.6155,3.2086
-71.4090,-23.7080,3.5188
-71.4185,-23.8005,3.8290
-71.4280,-23.8930,4.1393
-71.4375,-23.9855,4.4495
-71.4470,-24.0780,4.7597
-71.4565,-24.1705,5.0699
-71.4660,-24.2630,5.3801
-71.4733,-24.3668,5.1633
-71.4805,-24.4705,4.9464
-71.4878,-24.5742,4.7296
-71.4950,-24.6780,4.5127
-71.5023,-24.7818,4.2958
-71.5095,-24.8855,4.0790
-71.5168,-24.9892,3.8622
-71.5240,-25.0930,3.6453
-71.5370,-25.1863,4.0879
-71.5500,-25.2797,4.5306
-71.5630,-25.3731,4.9732
-71.5760,-25.4665,5.4158
-71.5890,-25.5598,5.8585
-71.6020,-25.6532,6.3011
-71.6150,-25.7466,6.7437
-71.6280,-25.8400,7.1864
-71.6437,-25.9415,7.2742
-71.6593,-26.0430,7.3620
-71.6749,-26.1445,7.4498
-71.6905,-26.2460,7.5376
-71.7062,-26.3475,7.6254
-71.7218,-26.4490,7.7132
-71.7374,-26.5505,7.8010
-71.7530,-26.6520,7.8888
-71.7765,-26.8010,7.9226
-71.8000,-26.9500,7.9565
-71.8235,-27.0990,7.9904
-71.8470,-27.2480,8.0243
-71.8748,-27.3747,8.7721
-71.9025,-27.5015,9.5199
-71.9303,-27.6283,10.2677
-71.9580,-27.7550,11.0154
-72.0110,-27.8858,13.1965
-72.0640,-28.0165,15.3775
-72.1170,-28.1472,17.5585
-72.1700,-28.2780,19.7395
-72.2357,-28.4337,19.9051
-72.3015,-28.5895,20.0707
-72.3673,-28.7452,20.2362
-72.4330,-28.9010,20.4018
-72.4635,-29.0598,17.6885
-72.4940,-29.2185,14.9753
-72.5245,-29.3773,12.2621
-72.5550,-29.5360,9.5488
-72.5662,-29.6995,8.0181
-72.5775,-29.8630,6.4873
-72.5888,-30.0265,4.9566
-72.6000,-30.1900,3.4259
-72.6022,-30.2869,3.1414
-72.6045,-30.3837,2.8569
-72.6068,-30.4806,2.5725
-72.6090,-30.5775,2.2880
-72.6112,-30.6744,2.0035
-72.6135,-30.7713,1.7190
-72.6157,-30.8681,1.4345
-72.6180,-30.9650,1.1500
-72.6330,-31.1065,2.1611
-72.6480,-31.2480,3.1722
-72.6630,-31.3895,4.1834
-72.6780,-31.5310,5.1945
-72.6885,-31.6295,5.1942
-72.6990,-31.7280,5.1939
-72.7095,-31.8265,5.1936
-72.7200,-31.9250,5.1933
-72.7305,-32.0235,5.1930
-72.7410,-32.1220,5.1927
-72.7515,-32.2205,5.1924
-72.7620,-32.3190,5.1920
-72.7938,-32.4248,7.4538
-72.8255,-32.5305,9.7155
-72.8572,-32.6363,11.9773
-72.8890,-32.7420,14.2390
-72.8820,-32.8962,10.1327
-72.8750,-33.0505,6.0265
-72.8680,-33.2048,1.9203
-72.8610,-33.3590,357.8140
-72.8803,-33.4785,0.2765
-72.8995,-33.5980,2.7389
-72.9188,-33.7175,5.2013
-72.9380,-33.8370,7.6638
-73.0150,-33.9502,13.1170
-73.0920,-34.0635,18.5702
-73.1690,-34.1767,24.0235
-73.2460,-34.2900,29.4767
-73.3533,-34.4395,29.7794
